Sentence,Sentiment,Topic,Topic Score
Waited 3 hours in the emergency room lobby with my son whose arm was broken.,-0.6808,4,0.6532378196716309
Was able to walk but it was a lot of pain.,-0.6652,4,0.6529228687286377
Just check the cancer unit area and you'll see the types of nurses and their attitudes they have.,-0.6597,4,0.6564550995826721
"I refused, only to find out they had the wrong patient.",-0.6486,4,0.7240182757377625
This is abuse.,-0.6369,4,0.6529238820075989
They take advantage of you being in a dire situation and count on the fact that most people aren't thinking about bills when they go into an ER for a serious injury.,-0.6249,4,0.670884370803833
Worst hospital I have ever been to.,-0.6249,4,0.652915894985199
"She no longer smiled and gave me a nasty look and said; ""you are in the emergency room.""",-0.5994,4,0.6955762505531311
"Horrible service, horrible care.",-0.5859,4,0.6728235483169556
I am a nurse and the nurse I had at this hospital gives all RNs a bad name!,-0.5848,4,0.6804162859916687
"Circles, spinning...that's worst then walking straight!!",-0.5837,4,0.6862975358963013
"Yes, I've had people tell me they have encountered nurses like her, but they were shocked that she would tell a patient with a concussion to walk around the emergency room four times and maybe I will find my way out by the time I'm done.",-0.5789,4,0.8089673519134521
I feel like I was less than capable to watch over her because I was so incredibly exhausted and weak from blood loss.,-0.5738,4,0.6715596318244934
"I hate this place, and I'm obligated to come here.",-0.5719,4,0.7038644552230835
I am utterly disgusted by the way I've been treated by the Financial Assistance center (and the patient advocate hasn't returned my calls).,-0.5709,4,0.6920346021652222
I made a complaint and was contacted about that complaint but not sure if they get it.,-0.5637,4,0.6960132122039795
I cannot begin to tell you how bad this hospital is.,-0.5423,4,0.7028665542602539
I also relapsed due to the bad treatment.,-0.5423,4,0.7038685083389282
This is the second time in my life that I've experienced this & it's really scary.,-0.5413,4,0.6647739410400391
I wouldn't hesitate using this emergency room in an emergency.,-0.5245,4,0.6557117700576782
I was visiting Falmouth in Jan and got sick.,-0.5106,4,0.6557366251945496
"I gave her a puzzled look and then she told me; while pointing; ""to walk around the emergency room four times and maybe I will find my way out by the time I'm done.""",-0.5106,4,0.7424107789993286
He was very rude and told me that I needed to understand that that was.an ER and there were other patients who needed to be treated first.,-0.5095,4,0.765006422996521
"But, the majority(especially the 3rd floor) are miserable and it shows.",-0.4939,4,0.6512401103973389
The staff seems miserable and its overall poorly run.,-0.4939,4,0.6557273864746094
Went to Falmouth Hospital on 8/1 after being in a car accident on rte 28.,-0.4767,4,0.6982778310775757
"I got there, I was crying, had blood dripping all over, and they just told me to take a seat.",-0.4767,4,0.6695820689201355
"Also the anesthesiologist was mediocre, he had to give me 2 epidurals because he put it in wrong the first time.",-0.4767,4,0.6971258521080017
Could these people possibly be any ruder?,-0.4767,4,0.7036443948745728
"Given I'm tired, I don't get paid by umass, and what if something happens to him.",-0.4404,4,0.6776747107505798
It's just odd that they have to have these horrible people get in the way of their good work.,-0.4404,4,0.7566463351249695
In fact I think there was a Patriot's game on so no one was there.,-0.4341,4,0.6558399796485901
"The whole time we have sat here and listened to a  nurse by the name of Alyssa bad talk people, swear on the phone every other word, make fun of there conditions and not call people by there names or room numbers but what is wrong with them, things like ""schizophrenia guy"" and ""the big fat guy"" and rude things like that etc.",-0.431,4,0.7682849168777466
"except I didn't really enjoy going *back out* to the waiting area, then *back in* through the detector again when it was my turn to be seen in a room).",-0.43,4,0.6735460758209229
"When I called to dispute the bills because I was taken against my will I was told that I can set up a payment plan but have to pay these bills, or they can push them back and I can have an extension on when they are due.....YEAH RIGHT!",-0.4102,4,0.67879319190979
"My boyfriend was in a car crash ,  got here at 6pm he was told he was going to get a room asap, long story short it's now 1:25 am and we are still in waiting room EVERYONE that was here before and after us are gone.",-0.4019,4,0.7776767015457153
"The symptoms are dizziness, disorientation, problems thinking and talking...etc..I had more symptoms).",-0.4019,4,0.6551120281219482
This hospital lacks private rooms and the problem is they have lots of elderly patients that yell and make noises all night.,-0.4019,4,0.68597012758255
When we arrived at the Emergency Room we were directed to the waiting room until they could get our mother in-law set up in the room.,-0.3818,4,0.8133949041366577
Late that evening they put me in actual emergency room.,-0.3818,4,0.697105348110199
"1)  The emergency room computers were ""down"" the day we came in.",-0.3818,4,0.7038448452949524
I sat in the emergency waiting area for two and a hours before they took me inside.,-0.3818,4,0.6971040368080139
I was told to write this experience because I'm still upset over the way I was treated.,-0.3818,4,0.6590740084648132
Second time at the emergency mental health department for my son.,-0.3818,4,0.7038346529006958
"Ok that's all well and good, but THE PROBLEM CAME WHEN I GOT THE BILL.",-0.3715,4,0.6746447682380676
I feel a little bit guilty.,-0.3657,4,0.7054501175880432
We usually have to wait several hours between them deciding to admit him and finally being moved to a room on the pediatric floor but I suspect that has more to do with the nurses on the pediatric floor then the E.R.,-0.34,4,0.6726323366165161
"Unfortunately, this is the closest hospital to me and I've had to use it a couple of times for middle-of-the-night emergencies.",-0.34,4,0.6571285128593445
The wait was ridiculously long.,-0.34,4,0.6528719663619995
WARNING: DO NOT BRING YOUR CHILDREN HERE.,-0.34,4,0.6803954243659973
We had a nurse who two nights in a row instead of turning on his oxygen tent when he had low stats would instead just wake him up!,-0.3382,4,0.6511260867118835
"When I told him that I need someone to tell me what was going on, the nurse told me to leave and call to get the results!!!!!",-0.3331,4,0.7357358336448669
I was told that there were other patients in critical condition.,-0.3182,4,0.6922457814216614
No one could tell me.,-0.296,4,0.6804131269454956
We were worried.,-0.296,4,0.6529242396354675
They can't seem to get their administrative functions correct...and no one can straighten it out.,-0.296,4,0.6557214260101318
"However, I worried for nothing.",-0.296,4,0.6779529452323914
She insisted that it was the position he was laying in causing the low oxygen.,-0.2732,4,0.6751658916473389
I would've collapsed.,-0.2732,4,0.680279552936554
"Wow - Burger King is up all  day every day, but a hospital emergency room has planned down time.",-0.25,4,0.6914712190628052
I came here for a sleep study and when you walk in late at night its confusing to understand who you check in with and they have signs that tell you to sign this paper and wait for someone to call you.,-0.2263,4,0.7094592452049255
Being from an area with a lot of well know hospitals I was not happy in this small hospital.,-0.2259,4,0.6672751307487488
My first and hopefully last bad experience with a nurse.,-0.2023,4,0.6553094983100891
My son has been admitted here 3 times for asthma related breathing problems and each time I swear we're never going back ... but it's so close to my house that we just end up there because it's convenient.,-0.1901,4,0.6739382743835449
My major critique of this hospital ( and the main reason I am writing this review) is that they did not allow me ANY rest after the birth of my daughter.,-0.1695,4,0.67525315284729
"First time technician missed my vein, but didn't see sign of it.",-0.1531,4,0.7602447271347046
"4) Friendly faces when you're checking in (Megan was SO nice)
5) Short wait - though this can vary depending on the reason and time of your visit (you never know with an ED) - I checked in, was triaged, and was taken to a room within *maybe* an hour (not bad for Saturday 7pm!)",-0.1511,4,0.6618921160697937
We walked right into the Emergency Room and were greeted immediately and within 5 minutes I was being seen by the admitting nurse and then immediately being registered.,-0.128,4,0.71429842710495
"On one occasion my wife was stuck in a commode chair for more than two hours with no response for help, you can press the button for service over and over w/o response.",-0.128,4,0.674769401550293
"If an infant or baby under a year old is admitted to the floor forget it, we don't see ANY nurses because they all hang around the baby.",-0.128,4,0.705170214176178
I buzzed the nurse and asked if I could leave and she never returned!,-0.126,4,0.6551434397697449
"The EMT's asked if I'd like to go to the hospital I shook my head NO since I could not speak, but then was forcefully picked up and strapped to a chair and was taken to Norwood Hospital ANYWAYS.",-0.1069,4,0.6747274398803711
"The huge problem with it, and probably with many US hospitals, is this position they have there called ""case manager"".",-0.1027,4,0.6544647812843323
Had a bunch of tests that day and if I had written this review then it have been a lower rating because there were significant delays before and after the tests.,-0.1027,4,0.6555027961730957
We learned the hard way.,-0.1027,4,0.6639896035194397
I am so pissed at this I can't wait until tomorrow and talk to people in charge of this I don't like people accusing me of things saying one thing and doing the other especially when this meal had been approved last time I was here the only difference is I am 63 pounds lighter today than back in 10/15/16  Thanks for listening   MC,-0.0989,4,0.6551244854927063
"I understanding nursing is an extremely hard job, but there are things that are and aren't appropriate when working on the floor.",-0.0891,4,0.6757827401161194
Are you serious?,-0.0772,4,0.6529291868209839
As a family we have had two serious medical issues.,-0.0772,4,0.6804158687591553
"I typically go to The Good Samaritan in Brockton, but it was 1:00 in the morning, I didn't  feel well and I knew there would be a long wait there, so I went to Norwood Hospital.",-0.0698,4,0.7045527696609497
He was incredibly condescending and didn't want to explain his choices of treatment.,-0.0572,4,0.6777310371398926
I waited for a nurse to come in to tell me I can leave; then walk me out.,-0.0516,4,0.6777634024620056
There is no need for a position that is pressured to have zero compassion for the patient and only think of the bottom line.,-0.0258,4,0.6749132871627808
"When I asked why it was taking a long time for the blood results to come in, he said that he did not know.",0.0,4,0.6777111291885376
I called and gave them the same information.,0.0,4,0.6583715677261353
This place is not a hospital to me.,0.0,4,0.6529298424720764
Never again will my mother or family be seen here.,0.0,4,0.6529296636581421
Will try another ER in the area next time.,0.0,4,0.7417609095573425
We also were waiting for almost 2 weeks.,0.0,4,0.6529291272163391
The doctor didn't even come all the way into the room he was talking to me from the doorway and kept walking away when I was trying to ask question.,0.0,4,0.707493782043457
Anyways.,0.0,4,0.6529200673103333
The front desk isn't as what was mention.,0.0,4,0.7038637399673462
Imagine that!,0.0,4,0.6529212594032288
The reception desk lady came back in to get my info.,0.0,4,0.665958046913147
Maybe I came on the right time(11:00 pm til 2:00am).,0.0,4,0.6777098774909973
After sitting here For about an hour (granted I know hospitals have systems and get busy) we finally got seen by a doctor.,0.0,4,0.7572246789932251
"After waiting another hour we finally got to get an X-ray, which then led up to another 2 hour wait for a doctor to look at an X-ray.",0.0,4,0.7204450964927673
"While she's sitting there saying all this kind of stuff another nurse comes and sarcastically says ""well ""so and so"" is back and ready to kill himself"" laughing.",0.0,4,0.7183705568313599
Old people dying left and right.,0.0,4,0.6777178049087524
A 99283 would have been much more appropriate considering how little the hospital actually did.,0.0,4,0.7187787294387817
If I could give 0 stars I would.,0.0,4,0.703866720199585
I went inside after not that long.,0.0,4,0.6529281735420227
Perhaps try the DMV.,0.0,4,0.6803953051567078
But they keep putting her on the psych ward and try to mask her symptoms by overmedicating her.,0.0,4,0.7231165170669556
You don't come to Norwood Hospital to get rest.,0.0,4,0.703865110874176
In a room waiting for diagnosis and discharge for over 3 hours from initial labs.,0.0,4,0.665047287940979
This is not a case of a fat finger or an Indian call center.,0.0,4,0.7022395730018616
I called.,0.0,4,0.6529198884963989
The room and bathroom were spotless.,0.0,4,0.7038564682006836
"BUT - the day we came in, the hospital computers were down.",0.0,4,0.6529299020767212
My sister was a patient.,0.0,4,0.652929961681366
He didn't look at past notes because the doctor he knew I was seeing he admittedly conveyed to me he worked with him before and that this other doctor  from MASS general in Boston didn't in so many words know anything - so he didn't even look at past blood work notes etc.,0.0,4,0.6867452263832092
I guess none of those two knew it.,0.0,4,0.7241107821464539
And the worst...they didn't have staffing on the 3-11 shift.,0.0,4,0.7038476467132568
I've been here a few times.,0.0,4,0.6522733569145203
I know this is one of the larger hospitals around that area- but the time isn't put into knowing the patient.,0.0,4,0.6575882434844971
"Now as a 13 year old girl, I was mortified.",0.0,4,0.6592392921447754
Guess what - 5 stars.,0.0,4,0.6529287099838257
I have to say it was probably less than 15 minutes before I was actually in a room and laying down on a bed.,0.0,4,0.6777364611625671
"I've been to Norwood a few times, both for myself and my children.",0.0,4,0.6522732377052307
Look it 2.,0.0,4,0.6529284715652466
Of course and I did.,0.0,4,0.6529289484024048
You make the choice.,0.0,4,0.6804038286209106
I don't think so.,0.0,4,0.6529274582862854
"The ER front desk is the last place that a cold,  non-empathetic person should be employed at.",0.0,4,0.7296730279922485
Second time was the same.,0.0,4,0.6804041862487793
Uncaring and unsafe practices- Where is the charge nurse when the patient has a change in condition.,0.0,4,0.7378920912742615
We wait hours past the time we're told the pediatrician will be in for him or her to actually show up.,0.0,4,0.7503082156181335
It was NOT crowded in there at all.,0.0,4,0.6527044177055359
This should soon change because the hospital is building additional space.,0.0,4,0.6885969638824463
"He arrived at 5 PM, and was not admited until 11:45 PM.",0.0,4,0.7038513422012329
This is a 77 year old man that was presenting with symptoms of a stroke.,0.0,4,0.7412441372871399
This is never the case at Tufts.,0.0,4,0.6529293060302734
We arrived 40 minutes prior to closing and there were only two other patients there.,0.0,4,0.6557065844535828
This took the cake though.,0.0,4,0.6804037094116211
This has never happened to me before.,0.0,4,0.6525394916534424
Tests that my son had were supposed to take 10 minutes and we could hear employees in hall saying to just check it now and it was not enough time.,0.0,4,0.6760914325714111
of popping through on Saturday evening after a quick 'trip' down the stairs.,0.0,4,0.6893349289894104
Unless I am unconscious I won't be returning.,0.0,4,0.6804099678993225
I have only been hospitalized  twice in my life once to have my kids and I always had a private room and I never experienced what I experienced here.,0.0,4,0.7339295744895935
I got up to my room at 2:30.,0.0,4,0.6804125905036926
I have had this meal before and know it works.,0.0,4,0.6804129481315613
I spent one night here and I will never spend another night here again.,0.0,4,0.7339576482772827
"I ended up climbing out of bed, (both bed rails were up), signing the discharge instructions, got dressed and walked out.",0.0,4,0.6761532425880432
"Btw the girl that thought everything
Was so histarical name was Alex (nurse)",0.0,4,0.7534321546554565
I would actually give Falmouth Hospital five stars if it weren't for these despicable individuals.,0.0,4,0.724094569683075
I was there for five days.,0.0,4,0.6529288291931152
The nurse  took a long time to come see me and only checked in because the CNA told her I was waiting.,0.0,4,0.6504417657852173
we decided to drive out to boston and son had a full leg cast within few hours.,0.0,4,0.6969108581542969
Some comment about the night nurse having too many patients on the wing already.,0.0,4,0.7038666605949402
"Calls himself ""the big fish in a little pond"", but this guy really did not seem to know what he was doing.",0.0,4,0.7607986330986023
For other services though I might choose a different facility.,0.0,4,0.6777672171592712
"In fact, I walked right by my nurse who was chatting it up with colleagues at the desk.",0.0,4,0.6778004765510559
"The following day, he was not seen by a doctor until 4:45 PM.",0.0,4,0.7038662433624268
I went into the ER and they took me to a ER room I sat there for some time until a Dr finally came to see me.,0.0,4,0.6557143330574036
I went to another doctor..,0.0,4,0.6529297828674316
"I arrived at Caritas at 11:30 PM, and was discharged around 7 the next morning.",0.0,4,0.657899022102356
"He told me things that as a mother of a child with asthma I already knew, was very patronizing and made us wait until 10:30 P.M. for him to finally show up.",0.0,4,0.686994731426239
But because a nurse saw his oxygen at 96% during a couple times of the day they decided he could go home.,0.0,4,0.684289276599884
They always get him through triage quickly and we've never waited more then 20 minutes or so to be brought back to the E.R.,0.0,4,0.6523652076721191
If possible I wouldn't give any stars at all.,0.0,4,0.6571756601333618
When they arrived I couldn't speak because I could barely breathe but since these are common and happen to me I knew it would pass shortly.,0.0,4,0.6747441291809082
You do not even get a few hours or a night of rest at all.,0.0,4,0.6558828949928284
GET A SECOND (THIRD) OPINION!!,0.0,4,0.7241119742393494
The hospital is not staffed adequately there are long waits for response and patient service  as an in patient.,0.0,4,0.6549218893051147
Once the money is all extrapolated from the patient and their families coffers the patient is disposed of.,0.0,4,0.6931942105293274
2nd review in the last 30 days.,0.0,4,0.6790217161178589
"If I could post pictures on here of how dirty it is and needles just laying around, that would b even better.",0.0,4,0.6759316325187683
I guess very different.,0.0,4,0.6804153323173523
Guess what it wasn't and now I have to wait 4 weeks to get my payment back.,0.0,4,0.6659041047096252
They robo-called me about 2 bills I had received ONE WEEK ago.,0.0,4,0.6513535976409912
It is unfortuante since most people don't have the options that others do over the bridge.,0.0,4,0.7345976233482361
This is the longest I've ever been waiting to be seen.,0.0,4,0.6529291272163391
"I checked in with triage, and was in a room and seen by a Doctor within 30 minutes.",0.0,4,0.6557944416999817
I just stood there looking around.,0.0,4,0.6803930997848511
From out of town.,0.0,4,0.652925968170166
"I came back to the ER the next day, and the specialist set it.",0.0,4,0.6659602522850037
"After I was seen, I was told to come back the next day so the specialist could set my finger.",0.0,4,0.7288012504577637
Goodluck to all the new moms to be!,0.0,4,0.6770239472389221
Then she just turned around and walked away.,0.0,4,0.6560160517692566
She points at the door; which is literally right next to me.,0.0,4,0.6559869050979614
Don't try to tell me these people did not know they would be fleecing me for double ER co-pays.,0.0,4,0.6575983166694641
(Remember I have a concussion and she tells me to do physical activity in circles; four times!!,0.0,4,0.6770972609519958
I was going to have surgery that day too.,0.0,4,0.6529299020767212
That desk is long too.,0.0,4,0.652929425239563
The staff was very nice some were a little short and seemed rude but they are busy I understand that.,0.012,4,0.6843798160552979
My primary care doctor said that it was wrong and suggested I see a rheumatologist in Hudson Ma to have him see what's up.,0.0258,4,0.6822493076324463
You can leave any time you want to.,0.0258,4,0.7038485407829285
"Once there I was told I could not leave and ""tests"" needed to be done.",0.0382,4,0.7144542932510376
She also made a point to tell me that my procedure was booked last minute (5 days prior) and that wouldn't leave enough time to get my call out.,0.0382,4,0.6585688591003418
"Here is the full story:

Without violating HIPPA rules of the patient, we had an emergency.",0.0644,4,0.6969277858734131
Was admitted to this hospital for add'l tests and observations.,0.1027,4,0.6803784370422363
"[Just a side note - but in your job, whatever it is - do you want to do what is right for the consumer regardless of the complexity of the issue?",0.1154,4,0.6964877247810364
"A hospital is a place where you're supposed to help people, not wait around and listen to some stuck up nurse bad talk and make fun of people.",0.128,4,0.6598401069641113
All I really want from a hospital is appropriate medical attention and decent customer service.,0.1513,4,0.6614012718200684
"I asked why is this taking so long she said "" we called him at 1020"" mind you we are sitting close to hear,, we heard everyone's name get called 15 times but not his, they RE REGISTERED him and now we have to wait even longer..2nd shift said they can't do anything because they came in at 11 so clearly shift change you dont know anything have to figure it out yourself lol.. UNPROFESSIONAL the lady at the desk was LAUGHING while I'm asking to speak to someone in charge and aggravated about my 7 hour wait.",0.1869,4,0.7424126267433167
"I said something to her, and she said it will be fine.",0.2023,4,0.6733735203742981
"We were then told, they would normally treat him but wouldn't that night because they wanted to close.",0.2144,4,0.6895215511322021
We could care less given our emergency.,0.2177,4,0.6915746331214905
"In fact, we just got this resolved - 18 months later.",0.2204,4,0.7038552761077881
"I was told ""I'm too nice and I just sit there when people are mean to me"", but I've had it.",0.2263,4,0.7128816246986389
"I hope the board reads these and see's the ""trends"" this horrid hospital has on medical care, politeness, and cleanliness.",0.2441,4,0.6779095530509949
Granted they were very busy this evening.,0.25,4,0.6804132461547852
So my significant other had to take an ambulance here due to a slight case of whip lash.,0.2682,4,0.6734392642974854
But I do understand there are more important things going on with people.,0.2716,4,0.6931213736534119
I do understand that and was waiting for four and a half hours wondering if my husband was ok or not.,0.296,4,0.7153667211532593
"At least if you're going to do it, make sure there aren't patients surrounding you.",0.3182,4,0.6529070734977722
My son is waiting in tears in the room while this guy is sitting outside laughing it up with the nurses.,0.3182,4,0.7143088579177856
If you value your life STAY FAR FAR AWAY FROM THIS HOSPITAL.,0.34,4,0.6556957364082336
Was it worth it???,0.3485,4,0.6529282331466675
"I just needed to hear my baby's lungs were clear and NOT passive aggressive comments about her ""cold.""",0.351,4,0.7572277188301086
I will never forget the time I was recommended to come to this hospital for further examination.,0.354,4,0.6777713894844055
I want to join.,0.3612,4,0.6799750328063965
This concussion must've smartened me up.,0.3612,4,0.6804105043411255
I was told that I was drunk and asked what type of drugs I was on (Neither was I drunk/ nor have I done any type of drugs what so ever) but was treated like I was some type of addict.,0.3716,4,0.6616668701171875
"Fast forward 4 hours, when I finally was told by the doctor that nothing was broken.",0.3724,4,0.6660860776901245
3) Security ushers you through a metal detector and bag check before you check-in (great!,0.4003,4,0.6576197147369385
I wish I had videotaped my sister's condition.,0.4019,4,0.6804153919219971
I was in a room with a women that literally when to he bathroom in her bed four/five times and in the middle of the night an army of nurses would come in to strip her bed clean her etc.,0.4019,4,0.7088404297828674
Never going back if I can help it.,0.4019,4,0.6617379188537598
It seems nice people are out and mean people are in.,0.4215,4,0.7006635665893555
They saved my life.,0.4215,4,0.6529296636581421
They saved my life.,0.4215,4,0.6529296636581421
Every time I attempt to seek Healthcare from this Hospital I have been treated like trash and everyone is just a number.,0.4215,4,0.7092157602310181
I've never had such bad treatment.,0.431,4,0.6804162859916687
You indeed make the world a better place to live in.,0.4404,4,0.7255813479423523
I hope I got a grade of A+ as a patient.,0.4404,4,0.6526447534561157
A dog is treated better than patients at this place.,0.4404,4,0.7240830659866333
I really think there needs to be some better training given about patient interaction.,0.4404,4,0.7498663067817688
I think I could have handled everything a lot better if I was at home for next time.,0.4404,4,0.7629578709602356
I know I will be in good hands whenever I come here.,0.4404,4,0.6895968914031982
Well guess what??!?,0.4464,4,0.6804122924804688
I really wish that I could give this zero stars because that is what this hospital deserves.,0.4576,4,0.6777833700180054
"This past November I ended up in this ER late on a Sunday night after work, after a week of flu-like symptoms, and just overall feeling like I had been hit by a truck.",0.4588,4,0.7202962636947632
"The nurses/staff laughed and made multiple comments that it was going to be a ""long night"" - did you consider how long a night it's going to be for the patient?",0.4588,4,0.6574736833572388
"Just be nice, people...it's not hard.",0.476,4,0.6548720002174377
Twice for myself and other times for family members and friends.,0.4767,4,0.6798821091651917
Not bad!,0.484,4,0.6529298424720764
They take the care right out of healthcare.,0.4939,4,0.6665138006210327
"Primary care, all right.",0.4939,4,0.6528007388114929
Not only did I get wheeled off in an ambulance on my birthday party but now I have thousands of dollars worth of bills for the ambulance fees and the hospital fees and all these tests they wanted to run on me.,0.4939,4,0.6704483032226562
"In this day and age, we need to think of medical care as consumers.",0.4939,4,0.7018496990203857
This ER need to show that they care For the life and concerns of the patients and their families.,0.4939,4,0.677985429763794
"From the way my arms and hands were inspected by her, it was clear she had no clue which vein is better.",0.5106,4,0.7417526841163635
I had the pleasure (?),0.5719,4,0.6529211401939392
They don't care at all about you or your loved one and are just there to get them out ASAP whether they're ready or not.,0.582,4,0.7249040007591248
My sister stayed the night with me and they made sure she had a bed to sleep in with linens and blankets for her comfort.,0.5859,4,0.7124831676483154
I been to many hospitals but when I asked them a question about the process the triage nurse gave me an attitude and told me I need to read the signs better.,0.5927,4,0.6772979497909546
I feel like everyone here is not like what previous posts .,0.6124,4,0.6549925804138184
"Having grown up in Falmouth and also having spent some time in this hospital, I think that the Falmouth Hospital is a great place to get some medical attention.",0.6249,4,0.6683874130249023
I thought UMass was the best place to take her.,0.6369,4,0.6557381749153137
"Today  I went there for  first  time  for my mom's doctor  appointment    at the  hospital  after her appointment  I lost my wallet  
So I went back to  the front  desk  where my mom went  and they had my wallet whew I was so relieved  it was at multiple  sceloris  lobby   near the front of  building  it's a very nice  hospital  which  I'm  from  Western  Massachusetts",0.6439,4,0.674203634262085
"I needed rest, but they told me that it was their ""baby friendly"" policy to not take her at all.",0.6486,4,0.6888126134872437
"They'll show up circling around your loved one the minute they're admitted to talk about a ""release plan"".",0.6486,4,0.7288867235183716
"Falmouth was the only hospital and close, boy I wish I had not gotten sick.",0.6599,4,0.6950799822807312
"As a nurse, no matter what kind of day I was having, my patients were always greeted with compassion and a smile.",0.6705,4,0.6816787719726562
I hope this review helps out a little bit.,0.6705,4,0.6987065672874451
This place is clearly a joke and are robbing people for their money and time!!!,0.6981,4,0.7356631755828857
I surprised myself when I actually responded back to her by telling her she had a nice sense of humor there; with a finger in her face.,0.7003,4,0.6962629556655884
"I went to the emergency room during the day, so that may have had an effect on my experience, but I was in and out in an hour and had a great interaction with every staff member along the way.",0.705,4,0.6957027316093445
Went to a different er and got much better care.,0.7269,4,0.7106574177742004
"My prayers tonight are in gratitude for seeing the hope that each of you, and you know who you are ,brings to his/her profession .",0.7351,4,0.6539058089256287
"Each and every one were excellent caretakers, anticipating my needs and always there to help whenever I needed them.",0.7506,4,0.6528345942497253
Unless you enjoy being treated inhumanely and like you're only worth the paper in your wallet.,0.765,4,0.6575762629508972
I wish I could name individually all the nurses and techs and even house cleaning staff who made my experience a great one.,0.7783,4,0.6549003720283508
"A patient like that who needs ""constant"" bedside care belongs in a private room where they won't disturb others.",0.7881,4,0.6893191337585449
"We were having a good time; joking around, laughing.",0.7906,4,0.6557254791259766
A young nurse came over to me and asked me if she could help me with a smile on her face; friendly.,0.8126,4,0.6576132774353027
"Had we not gone for a 3rd opinion, our child would have had surgery on a perfectly good arm!!",0.8264,4,0.655744731426239
"I felt like the doctor was very good - a little bit of a superior attitude, but he tried to have some compassion (at least he said the words) & he made the right choices on my behalf.",0.8387,4,0.6698692440986633
"Not impressed with UMASS in general, but the emergency room is horrible.",-0.8728,4,0.6557244658470154
"My parents swear by this place, but in my opinion they are rude and unprofessional.",-0.8608,4,0.7417621612548828
Nurse on 7th floor is rude and has the worst bedside manner (almaz) I have ever come in contact with.,-0.7964,4,0.7266381978988647
"Unfortunately between my wife and I, we have had overnight stays at all three Worcester hospitals and little Harrington in Southbridge in the last two years, and this was by far our worst experience.",-0.7579,4,0.6528318524360657
Then to add insult to injury they said they were going to bill me for sitting in the waiting room for 2 1/2 hours.,-0.7269,4,0.7125133275985718
But the WORST part of my stay was when I got a meal with bugs in it.,-0.7034,4,0.6653478741645813
"It was incredibly scary, especially because we really weren't sure if she was going to make it during the first day or two.",-0.694,4,0.712511420249939
I think this is the worst hospital I've ever been in!!,-0.6892,4,0.6804032921791077
Lake Street emergency room- what a waste of time.,-0.6597,4,0.6924293637275696
"Not only did she not allow Mrs B to see me, she was nasty about it.",-0.6447,4,0.6554795503616333
You're more likely to die waiting than you are to have moderate service.,-0.6326,4,0.6668937802314758
The ER is probably the worst I have ever been to.,-0.6249,4,0.652915894985199
Basically wasted 5 hours in total and had to wait 3 days to see an ENT after the emergency room called in for an urgent appointment.,-0.6124,4,0.6637706160545349
It's down right nasty.,-0.5574,4,0.6801807880401611
Their treatment of patients is horrid.,-0.5423,4,0.6804026961326599
"They told me - ""we will do something when it happens"" - WHO in their right mind would ever wait for something bad to happen...?",-0.5423,4,0.7026675939559937
It's obvious they are disorganized as no two staff members had any clue what was going on with the other.,-0.5267,4,0.6557421684265137
He said she was incredibly rude.,-0.5095,4,0.6803842186927795
That is a terrible floor.,-0.4767,4,0.676893949508667
The shower was also broken.,-0.4767,4,0.680412232875824
The hospital is hot for me to discontinue treatment for my poor mom.,-0.4767,4,0.6516538262367249
"They are terse, short and downright rude.",-0.4588,4,0.655788242816925
Would never use this emergency room again waited 2 1/2 hours then was told there was still seven in front of me not to mention in 2 an half hours they only called in 2people.,-0.4588,4,0.7235774397850037
"From uncaring, rude and uniformed receptionists, to residents who know less than I do.",-0.4588,4,0.6787285804748535
Awful place,-0.4588,4,0.6802037358283997
They were rude again and said I didn't need a private room.,-0.4588,4,0.6830824017524719
Staff in many departments were rude.,-0.4588,4,0.6804160475730896
"This was in the Trauma Ward, too.",-0.4215,4,0.6571018099784851
"They book their docs from early morning to when they leave, with little available time to see patients should an  emergency come up.",-0.4215,4,0.7586853504180908
"I have to mention that when my mother was in the ER, the doctor came right out (in front of a witness, my adult son) and said treating my mother is ""wasting money.""",-0.4019,4,0.6559401750564575
"When I arrived on the floor, the staff at the nursing station was rude, and told me my room number and to go there.",-0.4019,4,0.6842898726463318
I asked if the Belmont emergency room was crowded- they said they didn't know.,-0.3818,4,0.696596622467041
"Three times, they made a mistake.",-0.34,4,0.6549444198608398
After waiting 4 hours in the ER the staff blatantly ignored me while I stood at the information desk to try and figure out our wait time.,-0.3182,4,0.6716928482055664
"The nurses and CNA/aides that I encountered or observed had no sense of urgency, some were extremely lazy, and took forever to  respond when my mother needed help using the bathroom.",-0.3167,4,0.6549768447875977
"When you call in they keep you on hold forever, only to have the person answering have no idea how to handle your call.",-0.296,4,0.6598490476608276
Nobody knows what's going on and there is apparently no communication between the staff members.,-0.296,4,0.6804143786430359
Maybe it's that they are overworked but I just called to check in and a nasty nurse basically hung up on me and I was being nice.,-0.296,4,0.7108001708984375
Of course I was dizzy!,-0.2942,4,0.6804110407829285
I'm not sure where within the facility it's coming from however I know they're at least making it through the vents.,-0.2411,4,0.6558729410171509
"All I got from the Doctors was, ""Are you dizzy?",-0.2263,4,0.6804078221321106
"however when ever I go to any place run by Layhey, clinic especially this location I get rushed and treated like I'm stupid just because I ask a question.",-0.2263,4,0.6744109392166138
Felt a bit rushed as the push was on to get me walking on crutches so i could be discharged before they all disappeared for the weekend.,-0.2263,4,0.6553952097892761
