Hospital Name,Link,Summary,Overall Experience,Timeliness,Cleanliness,Friendliness,Spaciousness,Average Rating,Quietness,Cleanliness2,Helpfulness,Communication
Brigham And Women's Hospital,https://www.yelp.com/biz/brigham-and-womens-hospital-boston-3,"I'm truly grateful to those dear people go took such excellent care of me with kindness and dignity.SPLITI'm not a fan of hospitals, but I had such a good experience here that I felt I had to share how great the staff in the ER truly is.SPLITAs I say, the ""best and the brightest"" are only as capable and competent as the systems that are in place that comprise the entire milieu of medicine and patient care.SPLITWhen I firmly, but politely demanded from his assistant a date for my surgery after having been given the run around and being in terrible pain, Dr. Estok turned on me and became very nasty.SPLITEveryone was totally understanding about my massive fear of needles, and remained soothing and understanding even when I was screaming bloody murder and condemning them to hell.SPLITMy own hospitalizations at Brigham and Women's Hospital both included glaring examples of how patients are put at risk of harm and/or death while helpless in a large teaching hospital when communication breaks down and ""the system"" fails to own accountability for it's own ineptitude.SPLIT1886",40.57649667405765,23.07692307692308,30.0,80.0,0.0,3.125,86,90,91,92.33333333333333
Good Samaritan Medical Center,https://www.yelp.com/biz/good-samaritan-medical-center-brockton,"Remember not all hospitals have all the amenities; however, making the best of a situation and providing the best care is what's important.SPLITStaff has always been pleasant and friendly and I always felt supported and cared for.SPLITif i ever have another child ill definitely be trying out brockton hospital plus they give the awesome free photo package there, which good SAM did not.SPLITI was a torture of victim of some brain mania gone mad, fully exhausted, abused even by these manic tortures physically torturing the body and mentally abusing me as well, and they hurt extremely bad, and I couldn't tell this to doctors myself for 10 years because I had ADD.SPLITI honestly think that after years of this illness and not being checked out by ER properly considering the states I was in nearly killed including decade of pain and let me tell you 0 pain killers.SPLITI don't know who specializes in body being in severe different types of torture for a decade, full throttle exhaustion mind and body and also a psychiatric mental illness and quite possibly the brain physically torturing the body?SPLIT375",31.25,11.538461538461537,12.5,100.0,0.0,2.2432432432432434,75,90,83,87.66666666666667
Tufts Medical Center,https://www.yelp.com/biz/tufts-medical-center-boston,"The entire team was incredible- from the dedicated anesthesiologists who serve the department, who were funny and sweet and did a GREAT job of keeping my pain in a manageable place, to the residents & doctors who wrestled my kid out of me, to the amazing nurses who were so invested in my safe delivery that one of them actually stayed after her shift was over because I was close, and she had to see it through.SPLITWhile I was there for 6 days I was completely taken care of 24 hours a day and they truly saved me with a great staff and a genuine caring that up to that point I had thought was gone from hospitals.SPLITI highly recommend Dr. Arnold Lee (Director, Facial Plastic and Reconstructive Surgery) and his team - Dr. Lee's work was excellent and the follow up care was outstanding.SPLITi would not send my dog to tufts medical center...my mother went there on 11/6/13 for surgery to have a pump implanted to control leg spasms do to a spine injury...a fairly routine operation....during the surgery a contrast die had to be injected into my mothers spine....the surgeon ordered the contrast die from the pharmacy and they sent the wrong die to the surgeon...nobody checked to make sure that it was the correct contrast die...not even the surgeon....this contrast die was injected into my mothers spine and the end result my mothers death on 11/8/13 do to negligence....my mother would still be with me today if people did their jobs and properly checked things before they were administered...the surgeon even admitted their mistake to me as my mother lay slowly dieing in bed in intensive care...do not ever go to tufts medical center in boston massSPLITNasty Nasty Nasty people!SPLITHorrible treatment by nursing staff - violation of privacy - unnecessary physical violations to my body by security thugs - rudeness - fowl language - nightmare.SPLIT1591",36.6779089376054,27.631578947368425,11.764705882352938,100.0,0.0,2.522875816993464,91,95,93,92.66666666666667
Brigham And Women's Faulkner Hospital,https://www.yelp.com/biz/brigham-and-womens-faulkner-hospital-jamaica-plain,"Nurses Kersi-Ann Morse and Rachel  , Ashely and Cheryl , the beautiful Rachelle Jacques that made me laugh:)  and the wonderful team of Bernie and Marietta that they helped me take a shower when I couldn't do it by my self and made me smile and finally, the angel Lindsay Bandazian ( NP) very warm and carry person, sweet and nice, she will have a conversation with you every morning about how do you feel and make sure that everything goes well, she is not in rush, she will give you the time needed to answer all your question, 
This hospital has the right people in the right position.SPLITEveryone was amazing from the the lovely women who handled his preoperative care to the wonderfully caring team that handled his surgery.SPLITThey are truly there to make sure you are comfortable and receive the best care possible.SPLITAfter 6 hours there, lots of blood work iand several interviews with both they told  the staff that he was suicidal and he was physically abusive, threatened  and not safe at home with several of episodes.SPLITI had surgery on my lower back and they hurt me so badly I had extreme upper back pain.SPLITOne nurse withheld my medication and I was in total agony screaming again in my face "" well your going to be in pain""  What a horrific experience.SPLIT564",38.847117794486216,20.0,10.526315789473683,100.0,0.0,2.94,90,90,92,92.0
Norwood Hospital,https://www.yelp.com/biz/norwood-hospital-norwood,"While I have great admiration and respect for the Emergency Room staff, who were kind, rapid, courteous and thorough, the same cannot be said for the rest of the hospital.SPLITWe decided if anyone was going to operate on our baby, we'll take him to the best, Boston Childrens Hospital..After looking at the same X-Rays, we were told our child arm was perfectly fine, the 2 Norwood doctors probably mistook the growth plates for a break!!SPLITThere were also truly compassionate and skillful nurses who managed to actually help  me get better.SPLITOne nurse in the emergency room is sinister and racist .i don't remember her name.overall they are looking to suck money out of your health insurance and they don't care if you waiting in the hall way for hours and hoursSPLITThe Gall Bladder was gangrene and  I spent 5 days in a room while they determined the antibiotic(s) needed to combat the bacteria that spewed from my dead gall bladder ..... or perhaps for the CIA to determine if they I was a terrorist threat.SPLITThis hospital doesnt even deserve 1 star.My 98 year ols grandmother was taken here on Monday for pain due to a fall.She was taken to the Er and my family was denied access to her for over 1 hour and when finally allowed back, she was screaming in pain in the hallway unattened.-They had her mixed up with another patient.She was moved to the 3rd floor, in a semi-private room.The patient had numerous visitors and we requested a private as Grandma was acting up, we were declined, yet, her roomate got 1?SPLIT662",32.02479338842975,23.809523809523807,15.384615384615385,66.66666666666666,0.0,2.0625,82,95,90,90.66666666666667
Falmouth Hospital,https://www.yelp.com/biz/falmouth-hospital-cape-cod-healthcare-falmouth,"I am very grateful and thankful for falmouth hospital intensive care unit.they saved my boyfriends life!the nurses are wonderful and the dr is amazing!!SPLITPost-op, they communicated with me by phone as to when my husband was ready to be picked up, the nurse (wish I had her name) was personable and explained all of the aftercare orders perfectly, and all in all I can say that our experience was positive and gave us a sense of security that we moved to an area where we can rely on quality local health care.SPLITvacationing wife became ill warm kind caring  great staff from NY  thank you to everyone !SPLITBeware of this Monopoly of inept medical service,and above all DO NOT have day surgury in this chamber of horrors ,because they will NOT help you in the ER if you have post operative issues such as breakthrough pain,they are apparently stuck on the pain managment hype, in other words they do not care after they cut you open.SPLITI was hesitant cause pain killers make me sick.SPLITUsually I ignore these things, but I'm sick and tired of mean people!!SPLIT275",34.92822966507177,35.29411764705883,40.0,100.0,0.0,2.8928571428571432,87,95,93,90.0
Umass Memorial Medical Center,https://www.yelp.com/biz/umass-memorial-medical-center-university-campus-worcester-4,"Yes, it can be a wait sometimes (particularly in the height of flu season) - but you want the BEST care possible.....and for that, my friends, sometimes you need to recognise your surroundings and hold out for your turn.SPLITKind and caring, easy to deal with, great follow up; all the way.SPLITIt's clean and updated and all of the care I've received here (well....other than the xray techs) was fantastic and filled me with confidence - that's something you want when you're in pain and urgently need help.SPLITI will never bring her back there very disappointing and very scary that they won't care for someone in pain.SPLITIf ur really sick and tired of ur life and hopping to die, this is ur place!!!!!!SPLITThey almost killed a family member with neglect and incompetent clinicians.SPLIT420",28.14569536423841,27.27272727272727,41.66666666666667,100.0,100.0,2.0476190476190474,82,89,86,89.0
"Lahey Hospital & Medical Center, Burlington",https://www.yelp.com/biz/lahey-hospital-and-medical-center-burlington-3,"Pros:
-When I called to sign up as a patient, the receptionist was very kind and had a great attitude (something that I rarely see nowadays)
-Doctors are on time 
-The doctor that I saw was incredibly nice, thanked me for choosing Lahey, super nice, and organized.SPLITThe Dr and staff here are very Friendly, Caring and they know there stuff I been going now for year and I am so Happy that they have Partnered with Beth Israel Hospital because that where my Cardiologist is and now can work more closely with my Primary Dr and the only thing I hope changes soon is that they merge both there Medical Portals that would be fantasticSPLITTruly is a blessing to have such compassion and love for their patience thank you lahey so muchSPLITI now fear going to hospitals, I fear that in by going to a hospital, they will try to take my kids, all because of a susposed mental illness that they came to a conclusion too, while ignoring the black and blue marks, blood from my elbow, bumps on my head from a traumatic fall and concussion, that left me in a state of amnesia.SPLITI recently went to Lahey ER when I herniated the lowest disc in my back so badly that the pain was excruciating and I could not even stand up.SPLITShe was cruel to my weak, elderly mother, who was crying after receiving devastating news.SPLIT1749",31.75572519083969,20.212765957446805,15.151515151515152,62.5,0.0,2.113636363636364,89,89,91,92.33333333333333
Metrowest Medical Center,https://www.yelp.com/biz/framingham-union-hospital-metrowest-medical-center-framingham,"We had a wonderful experience with dr.Sadrzadeh,a beautiful human being,very orofessional,patient,warm,soft spoken,encouraging, a gift to patients and to the hospital.I don't have enough good words for this marvelous doctor.SPLITSo appreciative that this hospital is managed well and that the Drs and nurses really care about your well being.SPLITI've had to use the ER at Metrowest more times than I would have liked to but each time the caring nurses here made it so it wasn't a horrible experience.SPLITLong wait, unfriendly staff although i was in severe pain and fainted at the hall .. they cleared me without doing anything about my painSPLITAll in all it was a very uncomfortable, humiliating and painful experience.SPLITI came here for a major surgery and never felt so neglected and disregarded.SPLIT269",36.26943005181347,23.809523809523807,33.33333333333333,100.0,0.0,2.931034482758621,83,90,90,89.66666666666667
St Vincent Hospital,https://www.yelp.com/biz/saint-vincent-hospital-at-worcester-medical-center-worcester,"They took great care of my Dad with kindness, patience and respect.SPLITI would prefer not to need to return, but if I do, I'll be confident in their ability to help.SPLITGreat valet service and a pretty atrium with free wifi so I could  work and spend my 10 hour long day.SPLITWorst hospital I've ever been ever from the rude receptionist to the doctor that looked at me and spent 3 min in the room with and seemed like he was guessing I had to leave there and go to another emergency room places like this should be closed again worst hospital everSPLITI was brought here via ambulance during one of the worst times of my life -- I was on the brink of death and barely even knew what my full name was after going into anaphylaxis.SPLITNurse who denied me an epidural was not nice and I can say everyone else was, so its just a bad apple situation.SPLIT236",41.24293785310734,23.07692307692308,31.25,100.0,0.0,3.032258064516129,78,90,89,90.33333333333333
Albany Memorial Hospital,https://www.yelp.com/biz/albany-memorial-hospital-albany-2,"Everyone here is a sweetheart and poised to help you.SPLITI received regular attention from the techs, was ""nursed"" by experienced wonderful RN's, specialists like GI docs Dr. James Puleo and partners, Surgeons like Dr. Brazes were available and visible all weekend.SPLITFor anyone with complex conditions this is not the hospital for to go I have Ehlers Danlos syndrome and felt like I was written off by many doctors only to check myself out and find better medical careSPLITunprofessional, dirty.SPLITthe other woman in the room smelled something awful and was calling people to come get her because she was uncomfortable.SPLITAlbany Memorial providers gave bad information to me.SPLIT69",59.523809523809526,50.0,0.0,50.0,0.0,3.8181818181818175,87,92,89,88.0
St Joseph's Medical Center,https://www.yelp.com/biz/saint-josephs-medical-center-yonkers-2,"Two security guards right next to patients registration window   talking as loudly as they it seems like they are in love with other!!!SPLITO wait I forgot to mention the best part.SPLITSo someone would have received a lovely bill for one pill and crapy service.SPLITlistening , smelling, breathing this shitty AIR  surrounded by shitty staff for these MOFO lazy, unproductive, untalented , uneducated, inhuman So called DOCTORS of SJMC to see me in  the emergency and they still don't have time?SPLITWoman at the ultrasound desk in the green scrubs (no name) was sooo rude, unhelpful, and unprofessional, non-stop snapping her gum, just disgusting to have to listen to for 30 minutes while waiting for my appointment.SPLITFrom the homeless people sleeping in the waiting room to the lazy ass doctor's and emergency room staff.SPLIT89",23.809523809523807,0.0,33.33333333333333,0.0,0.0,1.5454545454545454,90,91,84,89.0
Albany Medical Center Hospital,https://www.yelp.com/biz/albany-medical-center-albany-12,".now lets talk about Ms Codie .. this woman well my first night here this round was a complete NIGHTMARE I had the pleasure of having this nurse that thought he was the most amazing nurse in the world when in the mean time scripts I've been on for 30 yrs that if I dont have can put me into a complete seizure well he refused to give me because well he likes the god complex and dangling things over your head I was sick had a horrible infection and this kid JAKE UP is his face book name well needless to say he will make your stay here at Albany med a frigging nightmare and I truly have no clue how he has his job because the patient is the least of his concerns and could care less about there comfort or quality of living while staying there ...now again back to Ms Codie ... there isint words to describe how concerned how she will go the extra EXTRA mike just to make shure your comfortable all your meds are correct she explains things she cares I tell you she is a DREAM NURSE I could only pray there are more nurses out there as good as Codie because she truly is HANDS DOWN THE BEST MOST ATTENTATIVE MOST COMPASSIONATE NURSE that anyone ever worried about staying a man I  the hospital would quickly turn to absolutely LOVEING the stay.. Ms Codie is the most amazing and caring nurse I've seen to date and like I've said I spent 9 out of 12 months here at one point ... there is NO OTHER that can come close to the smarts the i s and outs and the amount of care she puts in for a days work .. if your ever at Albany med on c6 please just ask to meet her shes absolutely amazing and I was blown out of my seat on just how amazing a nurse could actually be ..I ended up here just trying to find a place where I could write a review about her...she is hands down AMAZING !!!!SPLITSO SO MANY great nurses here people like Claudia who was my nurse in 2013 is still just as sweet as pie would do anything to make u comfortable then some new ones like miss Moe what a AMAZING soal .SPLITPS ...I pray for your sake mr Jake Up is long gone by then because he really is absolutely worthless rude and very petty to say the least ..one of the people says theymgive u there meds but u dont feel a thing u dont see any meds go in ...u know one of those u just dont k ow where that med is going in you or in his 
Well u get the picture but his last actual care in the world is the patient..his biggest care in the world seems to be his EGO !!!!!!!!!!SPLITTerrible experience, I wouldn't recommend this hospital to anyone , we waited 8 hours with kidney pain and blood in pee and still not treated , the staff is terrible worst care everSPLITThe patient listing(s) on the lone TV is of a horrific design; hard to read, hard to follow: all around bad design.SPLITHe was walking around to distract himself from the pain, and this EXTREMELY aggressive man who worked there actually threatened to call the police if he wouldn't sit down.SPLIT588",31.951219512195124,15.151515151515152,15.384615384615385,100.0,0.0,2.125,81,88,89,87.66666666666667
Jamaica Hospital Medical Center,https://www.yelp.com/biz/jamaica-hospital-jamaica-3,"They check me n I am a 9 from that moment on everything happened fast n quickly 
Got there at 8 by 8:10 I had a natural non medicated birth, they even had a very nice midwife a young Spanish girl
N my nurse was Nigerian I think I talk with her all night n even give her my number so I can visit her church by the Belmont race track 
Over all I love the l&d department they spent a lot of money making it look like suites 
Ohh n i almost forgot to add that both babies came early 34 weeks and 31 weeks 
The NICU is great all the workers are nice n caring n push me to pump n bring milk for my baby and the lactating consultant is great also she help me when my breast was hard as a rock, showed me the right way to nurse and pump, help me to get a hospital grade pump free for 3 months from my insurance 
Then my regular pump  and made sure I did skin to skin, she is big on that.SPLITno matter if your need help, they wont help you.. so please looking for good health jamaica hospital is not the one.. do more research to find a better hospital with better doctors and workers, so you can have great service without discrimination.SPLITI must admit the staff that my friends and I dealt with were very nice, sympathetic, and kept us informed of our friends progress.SPLITBy far the worst hospital EVER to be treated and to Work for, disgusting unfair corrupted motherfuckers everyone is clueless when it comes to work hippa violations left and right,they  too caught up on which manager or doctor fucking co workers, Supervisors forget it shopping online all day fucking clueless, getting  fucking fatter and fatter by the second from boredom and not doing their job correctly.SPLITI went to Jamaica Hospital on Monday January 31,2017 for a simple procedure that would have taken 15 minutes, while what look like a surgery room I was being prepared for the procedure, a female staff forgot to turn on the oxygen on the mask that was placed over my face and told me to breath deeply, unfortunately because of the anesthesia taken affect, I could not cry out that theirs was no air and I was horrified that I was being suffocated, the anesthesiologist apparently notice that there was something wrong and finally the female staff turn on the air by that time, my hands was trembling and I was in a horrific panic mode, I felt my lungs collapsing and I was passing out and horrified that I couldn't scream out for air or to have that mask removed form my face.SPLITthe lady that took my blood pressure so rude saying that i was moving too much with an attitude i told her i was nervous but relly wanted to tell her ur so nasty n how dare u lie wen u clearly on u phone n don't know what the hell u doing.SPLIT719",31.337325349301402,23.91304347826087,19.354838709677423,100.0,100.0,1.942528735632184,79,91,81,85.66666666666667
New York Community Hospital Of Brooklyn.,https://www.yelp.com/biz/new-york-community-hospital-brooklyn-2,"I came here at about 8:00 in the morning on a weekday and the receptionist was super sweet , she filed my paperwork right away and was super caring .SPLIT( Satisfied with ER wait time)Every single person who came in contact with was very pleasant and very kind towards me.SPLITMy family and I have been outpatients in the emergency room as well as inpatients, the staff are so kind and caring even asking my grandson that was with me if he'd like snacks etc.SPLITI could keep on and on with the stories i have seen and heard but ill just leave it here, over all this experience was nothing but drama, very chaotic and very unprofessional.SPLITThis day his symptoms were much worse could hardly swallow with pain in his left neck and sharp stabbing pain in left side of his head.SPLITThrough out the two hours of waiting there was arguing between paramedics and nurses about signatures, nurses rolling there eyes every time the doctor told them what to do, one nurse was sitting down at her desk eating chips from 1am-4am that we were there, the nurses yelling back and forth with one another to get more staff, and the doctor that was there was stressed out but also unprofessional.SPLIT228",42.58064516129032,33.33333333333333,33.33333333333333,0.0,0.0,2.8529411764705883,85,93,87,88.0
Vassar Brothers Medical Center,https://www.yelp.com/biz/vassar-brothers-medical-center-poughkeepsie-2,"Bar none.... great care, great staff and great doctors.SPLITMain lobby is very welcoming; open and brightly lit up with fresh flowers making you feel more relaxed rather than in a sterile environment, that most hospital's make you feel like.SPLITThey are really a great group of people that care about their job and do everything with perfection.SPLITport but I dont know why I laid down and possibly fell asleep my iv had come loose i rang the bell for 50 minutes no one came finally my nurse came i was lying in a puddle of blood she said  ""what did  you do now I can't give you any medication"" she put a gause on and came back with Tylenol i threw it up shortly the nurse then came in with discharge papers I ask to speak to a  dr she left and came back with 2 security gards I got angry and told her they didnt help me she said if i didn't leave they would escort me out I left I felt very dizzy I fell in the parking lot and hit my head blood poured down ny face in my eyes i called 911 they told me to go back in so i did they glued the skin together on my eye i was so upset I just left ....The next day a dr called and said I had a bacteria infection they should have known there was blood on my cloudy urin ...his words i was treated so bad by the first dr and nurse I am going to call my lawyer to see what I can do tjose people shouldn't take practicing I called the charge nurse no call back I called patients lesion no call back what do I do?SPLITAbsolutely the worst one-day surgery experience ever - not just one issue, department or person - it was the most horrific, unnecessarily stressful surgical procedure I have ever had - pre-certification and registration office procedures were beyond disorganized and unprepared, disorganized staff once checked in, obnoxious, arrogant full-of-herself anesthesiologist, insane wait times, most nurses I had to deal with were uncaring, unhelpful, lazy (not all), miscommunication between staff members in regards to just about everything patient related and there seemed to be an issue with giving out pain meds, making a phone call, alerting family members to my status, etc - I even waited over an hour just to get some help to get to the bathroom (after asking repeatedly and was finally in tears) just about anything seemed to be too much of an effort for them - go anywhere else but here - if I had a heart attack in their parking lot, I would drive to another hospital before I allowed myself to be treated there - it was THAT Bad.SPLITThese staff dr. David khot and Bruce knickerbocker trapped my mother  and refused to discharge her when she requested and she died next day!Mother had artery obstruction  on her leg after her bypass surgery  that had failed and  my family  was lied that surgery was successful crooked  dirty doctors from the  vascular department  for financial interest continue to let her foot worsen until turned to gangrene  dr. Melissa shah is the blame vascular surgeons caused her damage and could no longer walk after her surgery.SPLIT841",30.398671096345517,18.181818181818183,9.677419354838712,80.0,0.0,2.1690140845070425,76,85,83,89.0
Nassau University Medical Center,https://www.yelp.com/biz/nassau-university-medical-center-east-meadow,"I wish him the very best, all the success, happiness, great health and blessings that is coming his way.SPLITI haven't heard the best of NUMC but I'm happy I got the BEST treatment from Dr. Christopher Ryple!!SPLITHe comforted me the entire procedure with little phrases like ""that's a good girl, you're doing well, awesome, that's it"" etc.SPLITThis hospital must be the most useless waste of taxpayers money in the world people have no idea what they're doing no idea what they're talking about I went there to get a script filled that I called and they told me they were fillet I get there within an hour and a half in the emergency room only to be told that I could possibly run down and get wait at another clinic emergency room for another two hours so they could possibly see if they would write the script or not so in a total of four hours at waiting for One prescription the hospital should go out of business they are ridiculous and not helpful and to top it all off they made me pay for my car to sit there for four hours to wait so the whole place is a scam never go thereSPLITHere on business and got food poisoning so I come to the ER because I think this is an emergency, suffice it to say, it wasn't to them albeit my excruciating stomach pain.SPLITOne of worst moments in my life where i felt scared and lonely and badSPLIT620",27.06766917293233,22.72727272727273,19.44444444444445,100.0,0.0,1.6363636363636365,77,86,75,83.33333333333333
Richmond University Medical Center,https://www.yelp.com/biz/richmond-university-medical-center-staten-island-2,"The maternity ward is ok, but i highly recommend getting a private room, well worth the price and peace of mind.SPLITmy beautiful baby girl was also delivered here in january 2018. nice staff loved my docter who delivered ( dr. abboud) and better hospital then staten island university.SPLITFrom space to park your car to the super awesome guy who greets you by the entrance, everything else is pretty much the same--perfect!SPLITIt is the worst hospital some dr is good but the service you give to people is not acceptable if you been in iv for 24 and they take out you have to wait for the next day Intel they give you the meal also no phone you have to pay no tv you have to pay cash cash in delivery also it is going to take 5 days for the baby to be picked up that died it is shame I guess services have quality and they are the worst You can get I am very sorry to all the few good people the worst people make worst for allSPLITTook my 19 year old son who was in severe pain he was on the floor in the we screaming in pain.SPLITThe worst hospital and stuff I delivered there 
They were careless they didn't help me.at all 
They didn't hold the baby 5 minutes they told me take.the baby with you to that bathroom 
They didn't check the baby 
For 5 days they didn't clean the room.SPLIT552",37.5,20.0,25.0,100.0,0.0,2.578125,78,85,83,84.66666666666667
Southside Hospital,https://www.yelp.com/biz/southside-hospital-bay-shore,"But the best was watching him pleasantly attend to ALL of his patients with a kind & caring demeanor.SPLITI had to go to the ER and I went to Southside ER - excellent experience- all the staff - especially the nurses are very professional, knowledgeable and energetic- the doctors, also were caring, well trained and energetic.SPLITI go to security and security tells me to go to nursing to make a report...then security tells me they are ""too busy to make a report because an AIRPLANE is landing on the roof with a patient""....take the extra time and take your loved ones to Stony Brook.SPLITI wish I could give this a million negatives never again will I ever come back pathetic I would prefer going to a hospital in Guam b4 coming back to this hell whole I'm sitting in a hall at the moment literally almost 3 hrs here & NOT even a nurse patients lining the halls in beds & chairs people walking all over yet it takes forever for a nurse to even look @ you I came in for a swollen eye & migraine and being here it's gotten worse I truly don't know how this hospital stays open its sad and actually last time my sister in law was in here for a liver condition they mis diagnosed her & left her in the hall same place I'm sitting to think it would finally change shame on me crazy patients spazzing walking all over w/ a cut open neck  idk how this is even possible it's truly like a bad movie never again the best thing that they can do is literally get rid of this hospital this place truly has only gotten worse totally disgusted ok just to finish finally 7 hrs later finally released after all that and a crazy lady patient in the hall w/ no clothes under her gown and literally no care for any one after all that un needed disgusting show off head to toe unless you are being brought in by ambulance I truly think if you can make it to another hospital it's truly in your best interest I wouldn't wish any of that night on my worst enemy sad though I did encounter a nice nurse & dr & team in the cat scan area & transporter but after all those hrs and crazy disasters I encountered I wouldn't never go back my two daughters who where w/ me are still talking about how wrong 9 out of 10 things there whereSPLITChest pain patients are of course priorities due to the known urgencies but what many family members, caretakers and patients themselves don't realize is that critical patients such as chest pain patients have to go through a Series of labs in order to verify whether or not they are truly having a heart attack or possibly some other medical emergency.SPLITAs far as I'm concerned their total incompetence killed him  They're the worst.SPLIT496",32.4404761904762,34.375,25.0,100.0,100.0,2.066666666666667,82,90,85,89.33333333333333
Huntington Hospital,https://www.yelp.com/biz/huntington-hospital-huntington-2,"If you want to know anything- you had better assert yourself- these wonderful nurses are busy; once you gain their attention, they are wonderful.SPLITYou always hate calling them every five seconds for help, but they have been tolerant, occasionally entertaining, and all together have remained positive in their outlooks, which always helps recovery.SPLITI felt releaved and had peace of mind that he was taken good care of, in fact the DO's of the Orthopeadic department did a wonderful job as per our Orthopedic Surgeon MD who did follow ups and X-rays a few weeks later.SPLITThe ER might as well be hell on earth and the people in triage are disgustingly rude and don't care about the patients!SPLITER doc refused xrays, a neck collar, and even TYLENOL for my daughter's pain from her whiplash injury she received from car accident!SPLITnot only was the doctor rude, he also denied that there was swelling on my back at all and diagnosed it as lower back pain and told me to take motrin and said go back to my primary doctor.SPLIT448",37.846153846153854,19.354838709677423,42.857142857142854,100.0,0.0,2.8541666666666665,85,95,91,90.66666666666667
Mount Sinai West,https://www.yelp.com/biz/mount-sinai-west-new-york-4,"I was so nervous, but the nurses were great; my doctor (Dr. Brustman) was awesome and all my follow up care was superb.SPLITit was a bit of a dump but the nurses on the blue team helped get my husband back in shape :) we had an older nurse long hair braided.. seems like she been around a while she was amazing god bless this woman i wish i had gotten her name.SPLITI love, love, love Dr. Brustman, she's the best.SPLITThe nursing staff are sad ""lifers"" and some of them have been there for over 40 years just waiting to be old enough to retire and they are mean - Nurse Rachets...One of the Nurses was screaming at people, and acting mentally Ill and calling someone a Fat Pig and complaining that this person didn't have any money - it was outrageous behavior and very unpleasant - they seem to have no quality control over the nursing staff there.SPLITBut worst of all was the lack of guidance and education, and lack of basic communication, which endangered our child's life's and made or first month one of extreme stress and exhaustion.SPLITNo urine specimen for the flank pain, no worry about dehydration, nothing.... Just Narcs and insult.SPLIT2527",31.943661971830984,23.529411764705877,21.951219512195124,66.66666666666666,0.0,2.109090909090909,82,94,88,88.0
Northern Dutchess Hospital,https://www.yelp.com/biz/northern-dutchess-hospital-rhinebeck-3,"All the other staff was pretty awesome, and it was an experience that made me so thankful that I decided to deliver there.SPLITThank you, thank you, thank you, THANK YOU Northern Dutchess Hospital!SPLITA nurse came in around 5 pm and started to push pitocin on me (even though I was looking for a purely natural birth) but thankfully my midwife came in and saved the day.SPLITThis hospital with the most horrible hospital I've ever experienced they were very disrespectful and judgmental automatically thought that we were drug addicts and they didn't even want to do anything on my wife because she had a cat-scan recently but for a different situation now we leave my wife is still in severe pain can barely walk and her stomach is tightening up on her they're very uncaring very judgemental unprofessional and you can't even understand nurses and they give you false informationSPLITFinally, the following night I was very uncomfortable and had a stabbing pain on my left arm, in the area where they poked around for blood, only to discover a huge bruise that was extremely painful and disgusting to look at considering I have a very important conference to attend not the best thing to have.SPLITI am obviously not OK, I'm at the emergency room and I'm leaving worse than when I arrived, how is that OK?SPLIT225",37.662337662337656,38.46153846153847,42.857142857142854,100.0,0.0,3.5454545454545454,89,94,92,92.66666666666667
New York-Presbyterian/Queens,https://www.yelp.com/biz/newyork-presbyterian-queens-flushing-2,"This hospital is amazing every time I have gone there the staff is so friendly, helpful, attentive the nurses and doctors are great nurse Ming ming dr todd and dr Robinson were all amazing the or team so greatSPLITMy fantastic OB happened to be working the morning I came in to deliver which was wonderful, and the care provided by the nurses and the nurses assistants at all times was just amazing.SPLITEverything was pretty clear but if you are here for dental, make sure you wait in the urgent care wing designated for dental rather than sitting in the main waiting area-I feel like they will call you faster since you are sitting in their view.SPLITSo throughout the freaking night I was left in pain because the retarded nurse did not check to make sure there was anything wrong with the IV medication even though I had called her several times and explained that I was still in severe pain and the pain meds we're not working.SPLITI don't think I have to tell you how I feel... You get the drift, they don't care how much pain you are in, there was one man literally hitting the wall from pain and all they said rudely "" we are busy there us no beds we can't do anything"" I volunteer for New York Pes Cornell hospital and you never say that to anyyyy patient EVER!!!!!SPLITOnce upon a time it was clean now it's dirty


The ultra sound tech , I don't know what was up her ass but whatever problem she was having leave it at the door 
She didn't want to be bother 
She was close to not even checking me 
Until I bitched at her.SPLIT1460",36.94207027540361,27.397260273972602,37.735849056603776,80.0,33.33333333333333,2.833333333333333,80,92,85,88.66666666666667
Brooklyn Hospital Center At Downtown Campus,https://www.yelp.com/biz/the-brooklyn-hospital-center-brooklyn-2,"There are endless stories like these from Nurse Coombs' encouraging words of faith, Nurse Marceline's knowledgeable care, Nurse Amozah Rivers and Nurse Irina who satisfied my unknown need for friendship, Nurse Sabrina's sweet and bubbly nature, Ms. Kokar's maternal affection, Nurse Ana who made sure my day time naps went as undisturbed as possible, the front desk clerks who always answered my alert bells quickly and the nurses who re-taught me newborn care.SPLITShe consoled me, gave clear informative answers and offered great advice like the best positions to be in when laying/eating/bathing.SPLITThey are kind, smart, warm, knowledgeable and always have a wonderful smile on their faces.SPLITHospital is fine, but nurses are the worst in planet, their attitude is really bad specially the night time shift, imagine my pain relieve is every 4 hours never came on time and when i request it takes them more than an hour to get me my pain relieve imagine i stay in pain for an hour, will never come back here.SPLITMy night nurse was evil as hell, there was always a major delay when it was time for her to administer my pain medication and my IV would be empty for some time before it would be changed so when I spoke to her about it she had the nerve to be quite rude and say that they were understaffed and under paid.SPLITthe worst ....extremely horrible customer service...requires patients to pay for tv and phone...I asked to speak with my ill grandmother and Linda ""the operator "" said no and was extremely nasty for no apparent reason.SPLIT1663",33.33333333333333,26.66666666666667,15.584415584415586,85.71428571428571,0.0,1.96078431372549,78,81,74,82.66666666666667
